floor,date,hour,avg_num,total
T1 장기 P2 주차타워,2021-11-10,3,191,1375
T1 장기 P3 주차장,2021-11-10,3,0,0
T1 예약주차장,2021-11-10,3,1082,1382
T2 장기 주차장,2021-11-10,3,2600,2847
T2 예약 주차장,2021-11-10,3,836,936
T1 단기주차장지상층,2021-11-10,4,147,993
T1 단기주차장지하1층,2021-11-10,4,537,973
T1 단기주차장지하2층,2021-11-10,4,1210,1339
T2 단기주차장지상1층,2021-11-10,4,544,988
T2 단기주차장지상2층,2021-11-10,4,90,470
T2 단기주차장지상3층,2021-11-10,4,70,448
T2 단기주차장지상4층,2021-11-10,4,101,486
T2 단기주차장지하M층,2021-11-10,4,531,751
T1 장기 P1 주차장,2021-11-10,4,1595,2762
T1 장기 P1 주차타워,2021-11-10,4,1296,1374
T1 장기 P2 주차장,2021-11-10,4,2180,2592
T1 장기 P2 주차타워,2021-11-10,4,954,1375
T1 장기 P3 주차장,2021-11-10,4,0,0
T1 예약주차장,2021-11-10,4,962,1382
T2 장기 주차장,2021-11-10,4,1896,2847
T2 예약 주차장,2021-11-10,4,795,936
T1 단기주차장지상층,2021-11-10,5,797,993
T1 단기주차장지하1층,2021-11-10,5,835,973
T1 단기주차장지하2층,2021-11-10,5,158,1339
T2 단기주차장지상1층,2021-11-10,5,377,988
T2 단기주차장지상2층,2021-11-10,5,114,470
T2 단기주차장지상3층,2021-11-10,5,14,448
T2 단기주차장지상4층,2021-11-10,5,276,486
T2 단기주차장지하M층,2021-11-10,5,310,751
T1 장기 P1 주차장,2021-11-10,5,2748,2762
T1 장기 P1 주차타워,2021-11-10,5,1109,1374
T1 장기 P2 주차장,2021-11-10,5,1403,2592
T1 장기 P2 주차타워,2021-11-10,5,145,1375
T1 장기 P3 주차장,2021-11-10,5,0,0
T1 예약주차장,2021-11-10,5,1209,1382
T2 장기 주차장,2021-11-10,5,1500,2847
T2 예약 주차장,2021-11-10,5,475,936
T1 단기주차장지상층,2021-11-10,6,684,993
T1 단기주차장지하1층,2021-11-10,6,558,973
T1 단기주차장지하2층,2021-11-10,6,636,1339
T2 단기주차장지상1층,2021-11-10,6,824,988
T2 단기주차장지상2층,2021-11-10,6,458,470
T2 단기주차장지상3층,2021-11-10,6,353,448
T2 단기주차장지상4층,2021-11-10,6,271,486
T2 단기주차장지하M층,2021-11-10,6,659,751
T1 장기 P1 주차장,2021-11-10,6,1238,2762
T1 장기 P1 주차타워,2021-11-10,6,734,1374
T1 장기 P2 주차장,2021-11-10,6,1910,2592
T1 장기 P2 주차타워,2021-11-10,6,759,1375
T1 장기 P3 주차장,2021-11-10,6,0,0
T1 예약주차장,2021-11-10,6,672,1382
T2 장기 주차장,2021-11-10,6,2713,2847
T2 예약 주차장,2021-11-10,6,115,936
T1 단기주차장지상층,2021-11-10,7,106,993
T1 단기주차장지하1층,2021-11-10,7,955,973
T1 단기주차장지하2층,2021-11-10,7,755,1339
T2 단기주차장지상1층,2021-11-10,7,848,988
T2 단기주차장지상2층,2021-11-10,7,387,470
T2 단기주차장지상3층,2021-11-10,7,12,448
T2 단기주차장지상4층,2021-11-10,7,291,486
T2 단기주차장지하M층,2021-11-10,7,255,751
T1 장기 P1 주차장,2021-11-10,7,1756,2762
T1 장기 P1 주차타워,2021-11-10,7,615,1374
T1 장기 P2 주차장,2021-11-10,7,208,2592
T1 장기 P2 주차타워,2021-11-10,7,819,1375
T1 장기 P3 주차장,2021-11-10,7,0,0
T1 예약주차장,2021-11-10,7,657,1382
T2 장기 주차장,2021-11-10,7,2164,2847
T2 예약 주차장,2021-11-10,7,679,936
T1 단기주차장지상층,2021-11-10,8,78,993
T1 단기주차장지하1층,2021-11-10,8,670,973
T1 단기주차장지하2층,2021-11-10,8,1177,1339
T2 단기주차장지상1층,2021-11-10,8,163,988
T2 단기주차장지상2층,2021-11-10,8,402,470
T2 단기주차장지상3층,2021-11-10,8,429,448
T2 단기주차장지상4층,2021-11-10,8,145,486
T2 단기주차장지하M층,2021-11-10,8,158,751
T1 장기 P1 주차장,2021-11-10,8,2450,2762
T1 장기 P1 주차타워,2021-11-10,8,720,1374
T1 장기 P2 주차장,2021-11-10,8,311,2592
T1 장기 P2 주차타워,2021-11-10,8,1088,1375
T1 장기 P3 주차장,2021-11-10,8,0,0
T1 예약주차장,2021-11-10,8,479,1382
T2 장기 주차장,2021-11-10,8,659,2847
T2 예약 주차장,2021-11-10,8,285,936
T1 단기주차장지상층,2021-11-10,9,469,993
T1 단기주차장지하1층,2021-11-10,9,922,973
T1 단기주차장지하2층,2021-11-10,9,312,1339
T2 단기주차장지상1층,2021-11-10,9,575,988
T2 단기주차장지상2층,2021-11-10,9,120,470
T2 단기주차장지상3층,2021-11-10,9,191,448
T2 단기주차장지상4층,2021-11-10,9,348,486
T2 단기주차장지하M층,2021-11-10,9,727,751
T1 장기 P1 주차장,2021-11-10,9,650,2762
T1 장기 P1 주차타워,2021-11-10,9,391,1374
T1 장기 P2 주차장,2021-11-10,9,808,2592
T1 장기 P2 주차타워,2021-11-10,9,8,1375
T1 장기 P3 주차장,2021-11-10,9,0,0
T1 예약주차장,2021-11-10,9,1127,1382
T2 장기 주차장,2021-11-10,9,7,2847
T2 예약 주차장,2021-11-10,9,272,936
T1 단기주차장지상층,2021-11-10,10,908,993
T1 단기주차장지하1층,2021-11-10,10,197,973
T1 단기주차장지하2층,2021-11-10,10,145,1339
T2 단기주차장지상1층,2021-11-10,10,278,988
T2 단기주차장지상2층,2021-11-10,10,28,470
T2 단기주차장지상3층,2021-11-10,10,39,448
T2 단기주차장지상4층,2021-11-10,10,326,486
T2 단기주차장지하M층,2021-11-10,10,690,751
T1 장기 P1 주차장,2021-11-10,10,1538,2762
T1 장기 P1 주차타워,2021-11-10,10,1193,1374
T1 장기 P2 주차장,2021-11-10,10,1963,2592
T1 장기 P2 주차타워,2021-11-10,10,371,1375
T1 장기 P3 주차장,2021-11-10,10,0,0
T1 예약주차장,2021-11-10,10,163,1382
T2 장기 주차장,2021-11-10,10,2734,2847
T2 예약 주차장,2021-11-10,10,705,936
T1 단기주차장지상층,2021-11-10,11,441,993
T1 단기주차장지하1층,2021-11-10,11,301,973
T1 단기주차장지하2층,2021-11-10,11,318,1339
T2 단기주차장지상1층,2021-11-10,11,262,988
T2 단기주차장지상2층,2021-11-10,11,278,470
T2 단기주차장지상3층,2021-11-10,11,392,448
T2 단기주차장지상4층,2021-11-10,11,462,486
T2 단기주차장지하M층,2021-11-10,11,528,751
T1 장기 P1 주차장,2021-11-10,11,1683,2762
T1 장기 P1 주차타워,2021-11-10,11,56,1374
T1 장기 P2 주차장,2021-11-10,11,1554,2592
T1 장기 P2 주차타워,2021-11-10,11,1173,1375
T1 장기 P3 주차장,2021-11-10,11,0,0
T1 예약주차장,2021-11-10,11,1051,1382
T2 장기 주차장,2021-11-10,11,1241,2847
T2 예약 주차장,2021-11-10,11,295,936
T1 단기주차장지상층,2021-11-10,12,588,993
T1 단기주차장지하1층,2021-11-10,12,362,973
T1 단기주차장지하2층,2021-11-10,12,329,1339
T2 단기주차장지상1층,2021-11-10,12,627,988
T2 단기주차장지상2층,2021-11-10,12,124,470
T2 단기주차장지상3층,2021-11-10,12,148,448
T2 단기주차장지상4층,2021-11-10,12,157,486
T2 단기주차장지하M층,2021-11-10,12,226,751
T1 장기 P1 주차장,2021-11-10,12,2042,2762
T1 장기 P1 주차타워,2021-11-10,12,974,1374
T1 장기 P2 주차장,2021-11-10,12,1695,2592
T1 장기 P2 주차타워,2021-11-10,12,204,1375
T1 장기 P3 주차장,2021-11-10,12,0,0
T1 예약주차장,2021-11-10,12,662,1382
T2 장기 주차장,2021-11-10,12,940,2847
T2 예약 주차장,2021-11-10,12,501,936
T1 단기주차장지상층,2021-11-10,13,429,993
T1 단기주차장지하1층,2021-11-10,13,530,973
T1 단기주차장지하2층,2021-11-10,13,208,1339
T2 단기주차장지상1층,2021-11-10,13,638,988
T2 단기주차장지상2층,2021-11-10,13,94,470
T2 단기주차장지상3층,2021-11-10,13,186,448
T2 단기주차장지상4층,2021-11-10,13,141,486
T2 단기주차장지하M층,2021-11-10,13,83,751
T1 장기 P1 주차장,2021-11-10,13,608,2762
T1 장기 P1 주차타워,2021-11-10,13,937,1374
T1 장기 P2 주차장,2021-11-10,13,713,2592
T1 장기 P2 주차타워,2021-11-10,13,470,1375
T1 장기 P3 주차장,2021-11-10,13,0,0
T1 예약주차장,2021-11-10,13,439,1382
T2 장기 주차장,2021-11-10,13,577,2847
T2 예약 주차장,2021-11-10,13,740,936
T1 단기주차장지상층,2021-11-10,14,852,993
T1 단기주차장지하1층,2021-11-10,14,272,973
T1 단기주차장지하2층,2021-11-10,14,1187,1339
T2 단기주차장지상1층,2021-11-10,14,352,988
T2 단기주차장지상2층,2021-11-10,14,24,470
T2 단기주차장지상3층,2021-11-10,14,168,448
T2 단기주차장지상4층,2021-11-10,14,188,486
T2 단기주차장지하M층,2021-11-10,14,448,751
T1 장기 P1 주차장,2021-11-10,14,442,2762
T1 장기 P1 주차타워,2021-11-10,14,1321,1374
T1 장기 P2 주차장,2021-11-10,14,974,2592
T1 장기 P2 주차타워,2021-11-10,14,827,1375
T1 장기 P3 주차장,2021-11-10,14,0,0
T1 예약주차장,2021-11-10,14,78,1382
T2 장기 주차장,2021-11-10,14,1277,2847
T2 예약 주차장,2021-11-10,14,616,936
T1 단기주차장지상층,2021-11-10,15,701,993
T1 단기주차장지하1층,2021-11-10,15,551,973
T1 단기주차장지하2층,2021-11-10,15,1106,1339
T2 단기주차장지상1층,2021-11-10,15,654,988
T2 단기주차장지상2층,2021-11-10,15,124,470
T2 단기주차장지상3층,2021-11-10,15,315,448
T2 단기주차장지상4층,2021-11-10,15,170,486
T2 단기주차장지하M층,2021-11-10,15,221,751
T1 장기 P1 주차장,2021-11-10,15,2563,2762
T1 장기 P1 주차타워,2021-11-10,15,411,1374
T1 장기 P2 주차장,2021-11-10,15,2554,2592
T1 장기 P2 주차타워,2021-11-10,15,285,1375
T1 장기 P3 주차장,2021-11-10,15,0,0
T1 예약주차장,2021-11-10,15,1291,1382
T2 장기 주차장,2021-11-10,15,509,2847
T2 예약 주차장,2021-11-10,15,283,936
T1 단기주차장지상층,2021-11-10,16,162,993
T1 단기주차장지하1층,2021-11-10,16,174,973
T1 단기주차장지하2층,2021-11-10,16,474,1339
T2 단기주차장지상1층,2021-11-10,16,898,988
T2 단기주차장지상2층,2021-11-10,16,309,470
T2 단기주차장지상3층,2021-11-10,16,243,448
T2 단기주차장지상4층,2021-11-10,16,1,486
T2 단기주차장지하M층,2021-11-10,16,422,751
T1 장기 P1 주차장,2021-11-10,16,1190,2762
T1 장기 P1 주차타워,2021-11-10,16,115,1374
T1 장기 P2 주차장,2021-11-10,16,1651,2592
T1 장기 P2 주차타워,2021-11-10,16,1004,1375
T1 장기 P3 주차장,2021-11-10,16,0,0
T1 예약주차장,2021-11-10,16,1321,1382
T2 장기 주차장,2021-11-10,16,646,2847
T2 예약 주차장,2021-11-10,16,209,936
T1 단기주차장지상층,2021-11-10,17,213,993
T1 단기주차장지하1층,2021-11-10,17,924,973
T1 단기주차장지하2층,2021-11-10,17,1311,1339
T2 단기주차장지상1층,2021-11-10,17,177,988
T2 단기주차장지상2층,2021-11-10,17,317,470
T2 단기주차장지상3층,2021-11-10,17,78,448
T2 단기주차장지상4층,2021-11-10,17,299,486
T2 단기주차장지하M층,2021-11-10,17,196,751
T1 장기 P1 주차장,2021-11-10,17,2260,2762
T1 장기 P1 주차타워,2021-11-10,17,495,1374
T1 장기 P2 주차장,2021-11-10,17,2082,2592
T1 장기 P2 주차타워,2021-11-10,17,1280,1375
T1 장기 P3 주차장,2021-11-10,17,0,0
T1 예약주차장,2021-11-10,17,766,1382
T2 장기 주차장,2021-11-10,17,1524,2847
T2 예약 주차장,2021-11-10,17,682,936
T1 단기주차장지상층,2021-11-10,18,580,993
T1 단기주차장지하1층,2021-11-10,18,713,973
T1 단기주차장지하2층,2021-11-10,18,668,1339
T2 단기주차장지상1층,2021-11-10,18,499,988
T2 단기주차장지상2층,2021-11-10,18,452,470
T2 단기주차장지상3층,2021-11-10,18,373,448
T2 단기주차장지상4층,2021-11-10,18,107,486
T2 단기주차장지하M층,2021-11-10,18,668,751
T1 장기 P1 주차장,2021-11-10,18,1319,2762
T1 장기 P1 주차타워,2021-11-10,18,744,1374
T1 장기 P2 주차장,2021-11-10,18,764,2592
T1 장기 P2 주차타워,2021-11-10,18,1220,1375
T1 장기 P3 주차장,2021-11-10,18,0,0
T1 예약주차장,2021-11-10,18,234,1382
T2 장기 주차장,2021-11-10,18,1187,2847
T2 예약 주차장,2021-11-10,18,262,936
T1 단기주차장지상층,2021-11-10,19,803,993
T1 단기주차장지하1층,2021-11-10,19,212,973
T1 단기주차장지하2층,2021-11-10,19,1248,1339
T2 단기주차장지상1층,2021-11-10,19,461,988
T2 단기주차장지상2층,2021-11-10,19,188,470
T2 단기주차장지상3층,2021-11-10,19,374,448
T2 단기주차장지상4층,2021-11-10,19,96,486
T2 단기주차장지하M층,2021-11-10,19,381,751
T1 장기 P1 주차장,2021-11-10,19,1905,2762
T1 장기 P1 주차타워,2021-11-10,19,14,1374
T1 장기 P2 주차장,2021-11-10,19,1180,2592
T1 장기 P2 주차타워,2021-11-10,19,1228,1375
T1 장기 P3 주차장,2021-11-10,19,0,0
T1 예약주차장,2021-11-10,19,362,1382
T2 장기 주차장,2021-11-10,19,1160,2847
T2 예약 주차장,2021-11-10,19,156,936
T1 단기주차장지상층,2021-11-10,20,917,993
T1 단기주차장지하1층,2021-11-10,20,384,973
T1 단기주차장지하2층,2021-11-10,20,26,1339
T2 단기주차장지상1층,2021-11-10,20,264,988
T2 단기주차장지상2층,2021-11-10,20,202,470
T2 단기주차장지상3층,2021-11-10,20,438,448
T2 단기주차장지상4층,2021-11-10,20,25,486
T2 단기주차장지하M층,2021-11-10,20,29,751
T1 장기 P1 주차장,2021-11-10,20,1735,2762
T1 장기 P1 주차타워,2021-11-10,20,294,1374
T1 장기 P2 주차장,2021-11-10,20,470,2592
T1 장기 P2 주차타워,2021-11-10,20,696,1375
T1 장기 P3 주차장,2021-11-10,20,0,0
T1 예약주차장,2021-11-10,20,1157,1382
T2 장기 주차장,2021-11-10,20,336,2847
T2 예약 주차장,2021-11-10,20,48,936
T1 단기주차장지상층,2021-11-10,21,109,993
T1 단기주차장지하1층,2021-11-10,21,864,973
T1 단기주차장지하2층,2021-11-10,21,1238,1339
T2 단기주차장지상1층,2021-11-10,21,859,988
T2 단기주차장지상2층,2021-11-10,21,381,470
T2 단기주차장지상3층,2021-11-10,21,196,448
T2 단기주차장지상4층,2021-11-10,21,252,486
T2 단기주차장지하M층,2021-11-10,21,594,751
T1 장기 P1 주차장,2021-11-10,21,994,2762
T1 장기 P1 주차타워,2021-11-10,21,513,1374
T1 장기 P2 주차장,2021-11-10,21,2251,2592
T1 장기 P2 주차타워,2021-11-10,21,536,1375
T1 장기 P3 주차장,2021-11-10,21,0,0
T1 예약주차장,2021-11-10,21,618,1382
T2 장기 주차장,2021-11-10,21,2059,2847
T2 예약 주차장,2021-11-10,21,342,936
T1 단기주차장지상층,2021-11-10,22,670,993
T1 단기주차장지하1층,2021-11-10,22,471,973
T1 단기주차장지하2층,2021-11-10,22,508,1339
T2 단기주차장지상1층,2021-11-10,22,831,988
T2 단기주차장지상2층,2021-11-10,22,315,470
T2 단기주차장지상3층,2021-11-10,22,21,448
T2 단기주차장지상4층,2021-11-10,22,67,486
T2 단기주차장지하M층,2021-11-10,22,83,751
T1 장기 P1 주차장,2021-11-10,22,1575,2762
T1 장기 P1 주차타워,2021-11-10,22,1304,1374
T1 장기 P2 주차장,2021-11-10,22,549,2592
T1 장기 P2 주차타워,2021-11-10,22,705,1375
T1 장기 P3 주차장,2021-11-10,22,0,0
T1 예약주차장,2021-11-10,22,885,1382
T2 장기 주차장,2021-11-10,22,2764,2847
T2 예약 주차장,2021-11-10,22,415,936
T1 단기주차장지상층,2021-11-10,23,355,993
T1 단기주차장지하1층,2021-11-10,23,134,973
T1 단기주차장지하2층,2021-11-10,23,273,1339
T2 단기주차장지상1층,2021-11-10,23,763,988
T2 단기주차장지상2층,2021-11-10,23,390,470
T2 단기주차장지상3층,2021-11-10,23,414,448
T2 단기주차장지상4층,2021-11-10,23,28,486
T2 단기주차장지하M층,2021-11-10,23,86,751
T1 장기 P1 주차장,2021-11-10,23,1079,2762
T1 장기 P1 주차타워,2021-11-10,23,1065,1374
T1 장기 P2 주차장,2021-11-10,23,493,2592
T1 장기 P2 주차타워,2021-11-10,23,297,1375
T1 장기 P3 주차장,2021-11-10,23,0,0
T1 예약주차장,2021-11-10,23,54,1382
T2 장기 주차장,2021-11-10,23,903,2847
T2 예약 주차장,2021-11-10,23,203,936
T1 단기주차장지상층,2021-11-11,0,770,993
T1 단기주차장지하1층,2021-11-11,0,432,973
T1 단기주차장지하2층,2021-11-11,0,179,1339
T2 단기주차장지상1층,2021-11-11,0,789,988
T2 단기주차장지상2층,2021-11-11,0,20,470
T2 단기주차장지상3층,2021-11-11,0,77,448
T2 단기주차장지상4층,2021-11-11,0,429,486
T2 단기주차장지하M층,2021-11-11,0,301,751
T1 장기 P1 주차장,2021-11-11,0,1310,2762
T1 장기 P1 주차타워,2021-11-11,0,422,1374
T1 장기 P2 주차장,2021-11-11,0,1904,2592
T1 장기 P2 주차타워,2021-11-11,0,840,1375
T1 장기 P3 주차장,2021-11-11,0,0,0
T1 예약주차장,2021-11-11,0,109,1382
T2 장기 주차장,2021-11-11,0,859,2847
T2 예약 주차장,2021-11-11,0,284,936
T1 단기주차장지상층,2021-11-11,1,198,993
T1 단기주차장지하1층,2021-11-11,1,511,973
T1 단기주차장지하2층,2021-11-11,1,1273,1339
T2 단기주차장지상1층,2021-11-11,1,147,988
T2 단기주차장지상2층,2021-11-11,1,158,470
T2 단기주차장지상3층,2021-11-11,1,303,448
T2 단기주차장지상4층,2021-11-11,1,108,486
T2 단기주차장지하M층,2021-11-11,1,701,751
T1 장기 P1 주차장,2021-11-11,1,2577,2762
T1 장기 P1 주차타워,2021-11-11,1,568,1374
T1 장기 P2 주차장,2021-11-11,1,2171,2592
T1 장기 P2 주차타워,2021-11-11,1,1239,1375
T1 장기 P3 주차장,2021-11-11,1,0,0
T1 예약주차장,2021-11-11,1,7,1382
T2 장기 주차장,2021-11-11,1,956,2847
T2 예약 주차장,2021-11-11,1,749,936
T1 단기주차장지상층,2021-11-11,2,490,993
T1 단기주차장지하1층,2021-11-11,2,834,973
T1 단기주차장지하2층,2021-11-11,2,483,1339
T2 단기주차장지상1층,2021-11-11,2,815,988
T2 단기주차장지상2층,2021-11-11,2,91,470
T2 단기주차장지상3층,2021-11-11,2,138,448
T2 단기주차장지상4층,2021-11-11,2,365,486
T2 단기주차장지하M층,2021-11-11,2,75,751
T1 장기 P1 주차장,2021-11-11,2,32,2762
T1 장기 P1 주차타워,2021-11-11,2,574,1374
T1 장기 P2 주차장,2021-11-11,2,177,2592
T1 장기 P2 주차타워,2021-11-11,2,486,1375
T1 장기 P3 주차장,2021-11-11,2,0,0
T1 예약주차장,2021-11-11,2,423,1382
T2 장기 주차장,2021-11-11,2,805,2847
T2 예약 주차장,2021-11-11,2,366,936
T1 단기주차장지상층,2021-11-11,3,345,993
T1 단기주차장지하1층,2021-11-11,3,328,973
T1 단기주차장지하2층,2021-11-11,3,538,1339
T2 단기주차장지상1층,2021-11-11,3,493,988
T2 단기주차장지상2층,2021-11-11,3,159,470
T2 단기주차장지상3층,2021-11-11,3,352,448
T2 단기주차장지상4층,2021-11-11,3,241,486
T2 단기주차장지하M층,2021-11-11,3,14,751
T1 장기 P1 주차장,2021-11-11,3,529,2762
T1 장기 P1 주차타워,2021-11-11,3,1103,1374
T1 장기 P2 주차장,2021-11-11,3,2522,2592
T1 장기 P2 주차타워,2021-11-11,3,940,1375
T1 장기 P3 주차장,2021-11-11,3,0,0
T1 예약주차장,2021-11-11,3,611,1382
T2 장기 주차장,2021-11-11,3,2506,2847
T2 예약 주차장,2021-11-11,3,274,936
T1 단기주차장지상층,2021-11-11,4,307,993
T1 단기주차장지하1층,2021-11-11,4,314,973
T1 단기주차장지하2층,2021-11-11,4,95,1339
T2 단기주차장지상1층,2021-11-11,4,407,988
T2 단기주차장지상2층,2021-11-11,4,205,470
T2 단기주차장지상3층,2021-11-11,4,110,448
T2 단기주차장지상4층,2021-11-11,4,150,486
T2 단기주차장지하M층,2021-11-11,4,703,751
T1 장기 P1 주차장,2021-11-11,4,1309,2762
T1 장기 P1 주차타워,2021-11-11,4,248,1374
T1 장기 P2 주차장,2021-11-11,4,1595,2592
T1 장기 P2 주차타워,2021-11-11,4,17,1375
T1 장기 P3 주차장,2021-11-11,4,0,0
T1 예약주차장,2021-11-11,4,1365,1382
T2 장기 주차장,2021-11-11,4,1207,2847
T2 예약 주차장,2021-11-11,4,135,936
T1 단기주차장지상층,2021-11-11,5,693,993
T1 단기주차장지하1층,2021-11-11,5,305,973
T1 단기주차장지하2층,2021-11-11,5,432,1339
T2 단기주차장지상1층,2021-11-11,5,700,988
T2 단기주차장지상2층,2021-11-11,5,335,470
T2 단기주차장지상3층,2021-11-11,5,340,448
T2 단기주차장지상4층,2021-11-11,5,425,486
T2 단기주차장지하M층,2021-11-11,5,213,751
T1 장기 P1 주차장,2021-11-11,5,1226,2762
T1 장기 P1 주차타워,2021-11-11,5,223,1374
T1 장기 P2 주차장,2021-11-11,5,2033,2592
T1 장기 P2 주차타워,2021-11-11,5,161,1375
T1 장기 P3 주차장,2021-11-11,5,0,0
T1 예약주차장,2021-11-11,5,820,1382
T2 장기 주차장,2021-11-11,5,2529,2847
T2 예약 주차장,2021-11-11,5,925,936
T1 단기주차장지상층,2021-11-11,6,975,993
T1 단기주차장지하1층,2021-11-11,6,697,973
T1 단기주차장지하2층,2021-11-11,6,727,1339
T2 단기주차장지상1층,2021-11-11,6,46,988
T2 단기주차장지상2층,2021-11-11,6,400,470
T2 단기주차장지상3층,2021-11-11,6,422,448
T2 단기주차장지상4층,2021-11-11,6,123,486
T2 단기주차장지하M층,2021-11-11,6,45,751
T1 장기 P1 주차장,2021-11-11,6,2196,2762
T1 장기 P1 주차타워,2021-11-11,6,1087,1374
T1 장기 P2 주차장,2021-11-11,6,1146,2592
T1 장기 P2 주차타워,2021-11-11,6,192,1375
T1 장기 P3 주차장,2021-11-11,6,0,0
T1 예약주차장,2021-11-11,6,180,1382
T2 장기 주차장,2021-11-11,6,1769,2847
T2 예약 주차장,2021-11-11,6,251,936
T1 단기주차장지상층,2021-11-11,7,352,993
T1 단기주차장지하1층,2021-11-11,7,530,973
T1 단기주차장지하2층,2021-11-11,7,637,1339
T2 단기주차장지상1층,2021-11-11,7,932,988
T2 단기주차장지상2층,2021-11-11,7,376,470
T2 단기주차장지상3층,2021-11-11,7,190,448
T2 단기주차장지상4층,2021-11-11,7,317,486
T2 단기주차장지하M층,2021-11-11,7,498,751
T1 장기 P1 주차장,2021-11-11,7,1019,2762
T1 장기 P1 주차타워,2021-11-11,7,819,1374
T1 장기 P2 주차장,2021-11-11,7,2179,2592
T1 장기 P2 주차타워,2021-11-11,7,1027,1375
T1 장기 P3 주차장,2021-11-11,7,0,0
T1 예약주차장,2021-11-11,7,591,1382
T2 장기 주차장,2021-11-11,7,2229,2847
T2 예약 주차장,2021-11-11,7,617,936
T1 단기주차장지상층,2021-11-11,8,181,993
T1 단기주차장지하1층,2021-11-11,8,464,973
T1 단기주차장지하2층,2021-11-11,8,852,1339
T2 단기주차장지상1층,2021-11-11,8,905,988
T2 단기주차장지상2층,2021-11-11,8,318,470
T2 단기주차장지상3층,2021-11-11,8,129,448
T2 단기주차장지상4층,2021-11-11,8,147,486
T2 단기주차장지하M층,2021-11-11,8,389,751
T1 장기 P1 주차장,2021-11-11,8,259,2762
T1 장기 P1 주차타워,2021-11-11,8,1047,1374
T1 장기 P2 주차장,2021-11-11,8,1058,2592
T1 장기 P2 주차타워,2021-11-11,8,859,1375
T1 장기 P3 주차장,2021-11-11,8,0,0
T1 예약주차장,2021-11-11,8,1114,1382
T2 장기 주차장,2021-11-11,8,2678,2847
T2 예약 주차장,2021-11-11,8,255,936
T1 단기주차장지상층,2021-11-11,9,645,993
T1 단기주차장지하1층,2021-11-11,9,866,973
T1 단기주차장지하2층,2021-11-11,9,946,1339
T2 단기주차장지상1층,2021-11-11,9,342,988
T2 단기주차장지상2층,2021-11-11,9,214,470
T2 단기주차장지상3층,2021-11-11,9,396,448
T2 단기주차장지상4층,2021-11-11,9,451,486
T2 단기주차장지하M층,2021-11-11,9,687,751
T1 장기 P1 주차장,2021-11-11,9,2126,2762
T1 장기 P1 주차타워,2021-11-11,9,1139,1374
T1 장기 P2 주차장,2021-11-11,9,389,2592
T1 장기 P2 주차타워,2021-11-11,9,1058,1375
T1 장기 P3 주차장,2021-11-11,9,0,0
T1 예약주차장,2021-11-11,9,1220,1382
T2 장기 주차장,2021-11-11,9,204,2847
T2 예약 주차장,2021-11-11,9,391,936
T1 단기주차장지상층,2021-11-11,10,739,993
T1 단기주차장지하1층,2021-11-11,10,968,973
T1 단기주차장지하2층,2021-11-11,10,276,1339
T2 단기주차장지상1층,2021-11-11,10,185,988
T2 단기주차장지상2층,2021-11-11,10,235,470
T2 단기주차장지상3층,2021-11-11,10,138,448
T2 단기주차장지상4층,2021-11-11,10,350,486
T2 단기주차장지하M층,2021-11-11,10,9,751
T1 장기 P1 주차장,2021-11-11,10,2070,2762
T1 장기 P1 주차타워,2021-11-11,10,815,1374
T1 장기 P2 주차장,2021-11-11,10,599,2592
T1 장기 P2 주차타워,2021-11-11,10,515,1375
T1 장기 P3 주차장,2021-11-11,10,0,0
T1 예약주차장,2021-11-11,10,781,1382
T2 장기 주차장,2021-11-11,10,2496,2847
T2 예약 주차장,2021-11-11,10,818,936
T1 단기주차장지상층,2021-11-11,11,511,993
T1 단기주차장지하1층,2021-11-11,11,468,973
T1 단기주차장지하2층,2021-11-11,11,1237,1339
T2 단기주차장지상1층,2021-11-11,11,99,988
T2 단기주차장지상2층,2021-11-11,11,200,470
T2 단기주차장지상3층,2021-11-11,11,361,448
T2 단기주차장지상4층,2021-11-11,11,210,486
T2 단기주차장지하M층,2021-11-11,11,629,751
T1 장기 P1 주차장,2021-11-11,11,1606,2762
T1 장기 P1 주차타워,2021-11-11,11,716,1374
T1 장기 P2 주차장,2021-11-11,11,674,2592
T1 장기 P2 주차타워,2021-11-11,11,461,1375
T1 장기 P3 주차장,2021-11-11,11,0,0
T1 예약주차장,2021-11-11,11,660,1382
T2 장기 주차장,2021-11-11,11,201,2847
T2 예약 주차장,2021-11-11,11,910,936
T1 단기주차장지상층,2021-11-11,12,415,993
T1 단기주차장지하1층,2021-11-11,12,962,973
T1 단기주차장지하2층,2021-11-11,12,792,1339
T2 단기주차장지상1층,2021-11-11,12,398,988
T2 단기주차장지상2층,2021-11-11,12,171,470
T2 단기주차장지상3층,2021-11-11,12,213,448
T2 단기주차장지상4층,2021-11-11,12,223,486
T2 단기주차장지하M층,2021-11-11,12,660,751
T1 장기 P1 주차장,2021-11-11,12,1195,2762
T1 장기 P1 주차타워,2021-11-11,12,752,1374
T1 장기 P2 주차장,2021-11-11,12,1979,2592
T1 장기 P2 주차타워,2021-11-11,12,1182,1375
T1 장기 P3 주차장,2021-11-11,12,0,0
T1 예약주차장,2021-11-11,12,1066,1382
T2 장기 주차장,2021-11-11,12,1094,2847
T2 예약 주차장,2021-11-11,12,247,936
T1 단기주차장지상층,2021-11-11,13,946,993
T1 단기주차장지하1층,2021-11-11,13,12,973
T1 단기주차장지하2층,2021-11-11,13,652,1339
